TH_T_U_UID,TERM,CLA_GR_UID,BROAD_TERM_U_UID,TOP_TERM_U_UID
192174,BLOCK MILL,1,145776,132062
192175,BOAT SHED,1,145776,132062
192176,CHAIN LOCKER SHOP,1,145776,132062
192177,COLOUR LOFT,1,145776,132062
192178,HOOP HOUSE,1,145776,132062
192179,MAST HOUSE,1,145776,132062
192180,MOULD LOFT,1,145776,132062
192181,RIGGING HOUSE,1,145776,132062
192182,SAIL LOFT,1,145776,132062
192183,SLIP SHED,1,145776,132062
192185,GALVANIZING WORKSHOP,1,144943,132062
192186,NAILERS ROW,1,145801,132062
192187,WATCHMAKERS WORKSHOP,1,145801,132062
192188,CUTLERY WORKSHOP,1,154163,132062
192189,GALVANIZING WORKSHOP,1,154163,132062
192190,BRASS WORKS,1,154164,132062
192191,BRITANNIA METAL WORKS,1,154164,132062
192192,COPPER WORKS,1,154164,132062
192193,GRINDERY,1,154164,132062
192194,LEAD WORKS,1,154164,132062
192195,PEWTER WORKS,1,154164,132062
192196,IRON WORKS,1,154164,132062
192197,PLATING WORKS,1,154164,132062
192198,SHEET METAL WORKS,1,154164,132062
192199,ZINC WORKS,1,154164,132062
192200,LANDING CIRCLE,1,135311,134198
192201,LANDING CIRCLE,1,136838,133297
192202,BASCULE BRIDGE,1,136734,134198
192203,CARBONISING SHED,1,132898,132062
192204,CARBONISING SHED,1,177428,132062
192205,FILLING FACTORY,1,132204,132062
192206,SHELL FACTORY,1,132204,132062
192207,SMALL ARMS AMMUNITION FACTORY,1,132204,132062
192208,ROCK BRIDGE,1,178415,143383
192209,TRAVELLING OVERHEAD CRANE,1,141155,134198
192210,PALISADED HILLTOP ENCLOSURE,1,135302,133297
192211,HOLLOW POST MILL,1,143607,143383
192212,TERRACOTTA WORKS,1,192016,143383
192213,CALICO PRINTING WORKS,1,192027,143383
192214,CALICO PRINTING WORKS,1,132721,132062
192215,WINE LODGE,1,133641,133551
192218,PUMP ROOM,1,132808,132062
192219,UNDERGROUND RAILWAY TUNNEL,1,135259,134198
192220,BUST,1,136588,131783
192221,HOVERCRAFT TERMINAL,1,144643,134198
192222,OCEAN LINER TERMINAL,1,144643,134198
192223,CONTAINER TERMINAL,1,144643,134198
192224,FERRY TERMINAL,1,144643,134198
192225,COAST ARTILLERY SEARCHLIGHT,1,136822,133297
192226,COASTAL FISH WEIR,1,192045,133551
192227,CAMELLIA HOUSE,1,144043,134003
192228,CONSERVATORY,1,144043,134003
192229,FERNERY (GLASSHOUSE),1,144043,134003
192230,HOTHOUSE,1,144043,134003
192231,ORANGERY,1,144043,134003
192232,PALM HOUSE,1,144043,134003
192233,PINERY,1,144043,134003
192234,TEMPERATE HOUSE,1,144043,134003
192235,VINERY,1,144043,134003
192236,WATER LILY HOUSE,1,144043,134003
192237,ORCHARD HOUSE,1,144043,134003
192238,FIG HOUSE,1,144043,134003
192239,MARINE LABORATORY,1,135419,132062
192250,CANAL WHARF,1,134675,133420
192251,RIVER WHARF,1,134675,133420
192252,JOINERS SHOP,1,145802,132062
192253,CRATEMAKERS SHOP,1,145802,132062
192254,CARPET WEAVERS WORKSHOP,1,135682,132062
192255,TAPESTRY WEAVING WORKSHOP,1,135682,132062
192256,CARPET WEAVERS WORKSHOP,1,135763,132062
192257,TAPESTRY WEAVING WORKSHOP,1,135763,132062
192258,TAPE SIZING WORKS,1,132625,132062
192259,BEAM ENGINE,1,132752,132062
192260,COMPOUND STEAM ENGINE,1,132752,132062
192261,HORIZONTAL STEAM ENGINE,1,132752,132062
192262,TRACTION STEAM ENGINE,1,132752,132062
192263,VERTICAL STEAM ENGINE,1,132752,132062
192264,CARBONISING SHED,1,132901,132062
192265,CARBONISING SHED,1,177434,132062
192266,FABRICATION SHED,1,145554,132062
192267,GRIDIRON,1,145554,132062
192268,PLATE RACK,1,145554,132062
192269,SHIPHOUSE FRAME,1,145554,132062
192270,PLATERS SHOP,1,145554,132062
192271,ANCHOR WORKS,1,191972,132062
192272,FABRICATION SHED,1,191972,132062
192273,GRIDIRON,1,191972,132062
192274,PLATE RACK,1,191972,132062
192275,SHIPHOUSE FRAME,1,191972,132062
192276,PLATERS SHOP,1,191972,132062
192277,CANAL MILEPOST,1,132004,131783
192278,OUTFALL SEWER,1,144726,134417
192279,LOGWOOD MILL,1,145304,132062
192280,BARK MILL,1,145304,132062
192281,LIVERY STABLE,1,134177,134003
192282,COACHING INN STABLE,1,134177,134003
192283,RAILWAY STABLE,1,134177,134003
192284,TRAMWAY STABLE,1,134177,134003
192285,MULTI STOREY STABLE,1,134177,134003
192286,HACKNEY STABLE,1,134177,134003
192287,STREAMWORK,1,133051,132062
192288,CANABAE LEGIONIS,1,131760,131528
192289,CATTLE TROUGH,1,132026,131783
192290,DOG TROUGH,1,134038,134003
192291,DROVERS HOUSE,1,144835,131528
192292,SHEPHERDS HUT,1,144835,131528
192293,HERDERS HOUSE,1,144835,131528
192294,CONDUIT HEAD,1,134767,133420
192295,CONDUIT HOUSE,1,134767,133420
192296,DAM,1,134767,133420
192297,DRAINAGE MILL,1,134767,133420
192298,DRAINAGE SYSTEM,1,134767,133420
192299,FLOOD DEFENCES,1,134767,133420
192300,PUMPING STATION,1,134767,133420
192301,RIVER INTAKE GAUGE,1,134767,133420
192302,SEWER INSPECTION CHAMBER,1,134767,133420
192303,SLUICE GATE,1,134767,133420
192304,SOAKAWAY,1,134767,133420
192305,VALVE HOUSE,1,134767,133420
192306,VALVE TOWER,1,134767,133420
192307,WEIR,1,192296,133420
192308,BALANCE BEAM,1,144764,134417
192309,CULVERT,1,144764,134417
192310,DOCK BASIN,1,144764,134417
192311,DOCK GATE,1,144764,134417
192312,GAUGE HOUSE,1,144764,134417
192313,LOCK,1,144764,134417
192314,LOCK CHAMBER,1,144764,134417
192315,LOCK GATE,1,144764,134417
192316,LOCK SILL,1,144764,134417
192317,TIDAL BASIN,1,144764,134417
192318,TIDAL DOOR,1,144764,134417
192319,TIDAL LOCK,1,192313,134417
192320,TIDE GAUGE,1,144764,134417
192321,FLOOD RELIEF CANAL,1,192299,133420
192322,MILITARY CANAL,1,132060,134417
192323,SHIP CANAL,1,132060,134417
192324,TURRET,1,133355,133297
192325,ROUND CAIRN,1,144585,133667
192326,CHAMBERED ROUND CAIRN,1,192325,133667
192327,KERB CAIRN,1,192325,133667
192328,CAIRN CIRCLE,1,192325,133667
192329,KERB CIRCLE,1,192325,133667
192345,HAY AND STRAW MARKET,1,133236,133154
192346,OUTDOOR PLAYHOUSE,1,133640,133551
192347,INN THEATRE,1,133227,133154
192348,INN THEATRE,1,135032,131528
192349,INN THEATRE,1,133640,133551
192398,SEWAGE FARM,1,134085,134003
192479,ORTHODOX CHURCH,1,133683,133667
192928,RADAR STATION,1,136818,133297
193677,STOP GATE,1,134241,134198
193678,ELECTRICITY GENERATING HALL,1,135433,132062
193679,SUPREME COURT,1,133095,133065
193680,MATZEVAH,1,133868,133667
193681,SEPHARDI MATZEVAH,1,193680,133667
193682,ASHKENAZI MATZEVAH,1,193680,133667
193683,SIGNAL POST,1,135195,133272
193684,GAUGING STATION,1,134232,134198
193685,GAUGING STATION,1,191926,133420
193990,MUSLIM CEMETERY,1,133832,133667
195795,PARACHUTE AND CABLE LAUNCHER,1,185089,133297
195841,ELECTRICITY DISTRIBUTION CABINET,1,135433,132062
195842,ELECTRICITY DISTRIBUTION CABINET,1,135171,131783
195843,FURNITURE SHOP,1,133254,133154
195844,OUTFITTER,1,133254,133154
195851,CHARCOAL RETORT,1,135406,132062
195854,CIVIL DEFENCE TRAINING GROUND,1,136813,133297
196114,BABY GARDEN,1,183894,133667
196119,SHEMOT,1,133767,133667
196226,DEVIANT BURIAL,1,133786,133667
196516,BARK POT,1,135102,134003
196520,PLUNGE POOL,1,132049,131783
196521,FOOTPRINT,1,143383,143383
196523,TOWN QUARTER,1,133136,133065
196524,TOWN QUARTER,1,131760,131528
196579,IRONSTONE LEVEL,1,132966,132062
196580,IRONSTONE LEVEL,1,132503,132062
196581,SUBMERGED LANDSCAPE,1,135509,143383
196584,CHAMBERED LONG CAIRN,1,191877,133667
196585,BULL PIT,1,133561,133551
196586,SAVIGNIAC CELL,1,133911,133667
196587,WAYMARKER CROSS,1,133755,133667
196588,CHAMBERED LONG CAIRN,1,191876,133667
196589,CHAMBERED ROUND CAIRN,1,191876,133667
196590,NOVICES ROOM,1,144343,131528
196592,STAKE CIRCLE,1,181217,135088
196593,PETRIFYING WELL,1,134477,134417
196594,CHOLERA BURIAL GROUND,1,133832,133667
196596,MORTAR CRATER,1,135088,135088
196597,FIREBREAK,1,143383,143383
196598,FIRE PIT,1,135300,135088
196599,SILICA QUARRY,1,135415,132062
196600,MULTIVALLATE RAMPART,1,133394,133297
196645,JIGGING MILL,1,132579,132062
196646,JIGGING MILL,1,153843,132062
196648,KERBED MOUND,1,135357,143383
196654,BAIT SHED,1,135101,135088
196655,BAIT SHED,1,135102,134003
197097,GAS CHAMBER,1,140616,133297
197183,PAVEMENT LIGHTS,1,135171,131783
197252,SEAGULL TRENCH,1,182749,133297
197255,DUCK POND,1,134441,134417
197257,JANAZGAH,1,133897,133667
197341,GRAVE LINING,1,133667,133667
197342,STONE STORE,1,134003,134003
197343,WHINSTONE MINE,1,132676,132062
197344,TRIAL LEVEL,1,132676,132062
197424,TURF CUTTING,1,132062,132062
197425,WORKERS TEMPORARY SETTLEMENT,1,132062,132062
197426,WORKERS TEMPORARY SETTLEMENT,1,131653,131528
197427,ANIMAL FOOD PROCESSING PLANT,1,132062,132062
197428,PET FOOD FACTORY,1,197427,132062
197486,ADMIRALTY SIGNAL STATION,1,136818,133297
197608,PIGEON CREE,1,133555,133551
202678,NONCONFORMIST CEMETERY,1,133832,133667
202679,ROOF TOP CAR PARK,1,134245,134198
202680,COURTIERS HOUSE,1,135169,131528
202681,COURTIERS HOUSE,1,143504,143383
202690,CROSSROADS,1,134362,134198
202691,ROADWAY,1,134220,134198
202692,CYCLE PATH,1,134198,134198
202694,AVENUE (ROAD),1,134220,134198
202695,LORDS CHAPEL,1,133734,133667
202696,FUNERAL CHAPEL,1,133734,133667
202697,HERMITAGE (GARDEN),1,131783,131783
202704,FUNERARY ENCLOSURE,1,133767,133667
202705,FUNERARY BUILDING,1,133767,133667
202706,SINGLE AISLED BARN,1,135871,134003
202707,SINGLE AISLED BARN,1,141396,143383
202708,SINGLE AISLED BARN,1,141157,143383
202709,PLANNED SETTLEMENT,1,131653,131528
202710,GARDEN CITY,1,202709,131528
202711,NEW TOWN,1,202709,131528
202712,SUBURB,1,131653,131528
202713,SCIENCE PARK,1,182063,133154
202714,OLYMPIC VLLAGE,1,131653,131528
202715,TRILITHON,1,133977,133667
202716,TROPHY,1,135067,135065
202717,GUARD TOWER,1,133414,135088
202718,CAMPUS,1,133422,133422
202719,CAMPSITE,1,133551,133551
202720,DABBIN,1,135169,131528
202721,DABBIN,1,143504,143383
202722,PELOTA COURT,1,144464,133551
202723,TRANSIT TELESCOPE,1,133661,133422
202724,SEISMOLOGY STATION,1,133427,133422
202725,CABARET,1,135326,133551
202726,INDOOR SWIMMING POOL,1,135338,133551
202727,OUTDOOR SWIMMING POOL,1,135338,133551
202729,CAVALRY BARRACKS,1,134692,131528
202730,WALL WALK,1,184555,133297
202731,HOARDING (FORTIFICATION),1,184555,133297
202732,ANIMAL CREMATORIUM,1,133863,133667
202734,BROTHEL,1,133154,133154
202737,DEER TRAP,1,134034,134003
202738,DEER TRAP,1,135130,134003
202739,DEER TRAP,1,135715,133551
202749,HAMMER MILL,1,145663,132062
202750,HAMMER MILL,1,154164,132062
202751,HAMMER MILL,1,192022,143383
202752,CLOCK FACTORY,1,132173,132062
202753,CLOCK FACTORY,1,143600,143383
202754,CLOCK FACTORY,1,135472,132062
202755,CLOCK FACTORY,1,145566,132062
202756,ORGAN FACTORY,1,191999,143383
202757,PIANO FACTORY,1,191999,143383
202758,VIOLIN FACTORY,1,191999,143383
202759,BEARING FACTORY,1,135473,132062
202760,BEARING FACTORY,1,145567,132062
202761,CABLE FACTORY,1,132477,132062
202762,CABLE FACTORY,1,192157,132062
202763,ELECTRICAL EQUIPMENT FACTORY,1,132477,132062
202764,ELECTRICAL EQUIPMENT FACTORY,1,192157,132062
202765,COSMETICS FACTORY,1,135390,132062
202766,INK FACTORY,1,135386,132062
202767,INK FACTORY,1,132173,132062
202768,INK FACTORY,1,143600,143383
202769,TEXTILE PRINTING WORKS,1,135443,132062
202770,CALICO PRINTING WORKS,1,202769,132062
202771,CHAMOIS LEATHER WORKS,1,132845,132062
202772,CHAMOIS LEATHER WORKS,1,132197,132062
202773,CHAMOIS LEATHER WORKS,1,191991,143383
202774,TAWING WORKS,1,135381,132062
202775,FUR FACTORY,1,135380,132062
202776,ANIMAL HAIR FACTORY,1,135380,132062
202777,UMBRELLA AND CANE WORKS,1,132173,132062
202778,UMBRELLA AND CANE WORKS,1,143600,143383
202779,CABINETMAKERS,1,144983,132062
202780,CABINETMAKERS,1,145802,132062
202781,CORK PROCESSING WORKS,1,132940,132062
202782,CORK FACTORY,1,202781,132062
202783,DRYING GROUND,1,132062,132062
202784,TENTER GROUND,1,202783,132062
202790,SERVICE SHAFT,1,135545,135088
202791,WAY MARKER,1,135247,134198
202792,LOCK FLIGHT,1,134241,134198
202793,PENSTOCK,1,134767,133420
202794,PENSTOCK,1,144764,134417
202795,MANHOLE,1,134767,133420
202796,MANHOLE,1,144764,134417
202797,FEEDER CHANNEL,1,134429,134417
202798,MULTI LEVEL BRIDGE,1,135240,134198
202799,MULTI LEVEL BRIDGE,1,143703,143383
202800,AERIAL LIFT,1,135242,134198
202801,CABLEWAY,1,202800,134198
202802,MARQUEE,1,131811,131783
202807,VERJUICE PRESS,1,135098,134003
202808,VERJUICE PRESS,1,135404,132062
202809,WATER FEATURE,1,131783,131783
202810,REFLECTING POOL,1,202809,131783
202811,QUINCUNX,1,131783,131783
202812,PLANT BED,1,131783,131783
202813,ORNAMENTAL CLEARING,1,131783,131783
202814,SQUARE PARTERRE,1,131968,131783
202815,TURF PARTERRE,1,131968,131783
202820,INSTITUTE FOR THE BLIND,1,134482,134482
202821,WATER SPORTS CENTRE,1,133551,133551
202828,GIOCHI D'ACQUA,1,202809,131783
202829,CORBEILLE,1,131949,131783
202830,PATTE D'OIE,1,135647,131783
202848,QUONSET HUT,1,139302,133297
202850,ROMNEY HUT,1,139302,133297
202852,MINISTRY OF SUPPLY TIMBER HUT,1,139302,133297
202853,SECTIONAL HUT (TYPE A),1,139302,133297
202854,SECTIONAL HUT (TYPE B),1,139302,133297
202855,XYZ HUT,1,139302,133297
202856,HALF BRICK HUT,1,139302,133297
202857,JANE CORRUGATED IRON HUT,1,139302,133297
202858,LAING HUT,1,139302,133297
202859,MINISTRY OF SUPPLY LIVING HUT,1,139302,133297
202860,SECO HUT,1,139302,133297
202861,SECO HUT,1,133065,133065
202862,TURNERS CURVED ASBESTOS HUT,1,139302,133297
202863,HANDCRAFT HUT,1,139302,133297
202864,CTESIPHON HUT,1,139302,133297
202865,MAYCRETE HUT,1,139302,133297
202866,NASHCRETE HUT,1,139302,133297
202867,NASHCRETE HUT,1,133065,133065
202868,MINISTRY OF WORKS STANDARD HUT,1,139302,133297
202869,ORLIT HUT,1,139302,133297
202870,ORLIT HUT,1,133065,133065
202871,BRITISH CONCRETE FEDERATION HUT,1,139302,133297
202872,BCF FLAT ROOF HUT,1,202871,133297
202873,BCF LIGHT HUT,1,202871,133297
202876,PSYCHIATRIC WARD,1,144183,134482
202877,JUVENILE WARD,1,144183,134482
202878,LEARNING DISABILITY HOSPITAL,1,135140,134482
202879,PHYSICAL DISABILITY HOSPITAL,1,135140,134482
202880,MINISTRY OF WORKS HALL HUT,1,135826,131528
202888,PAVILION SCHOOL,1,133423,133422
202892,PLATFORM SHELTER,1,135244,134198
202893,OILCLOTH MILL,1,135438,132062
202896,SHEEP WASH,1,134015,134003
202945,ORNAMENTAL FOUNTAIN,1,144747,134417
202946,SHELL FOUNTAIN,1,144747,134417
202947,TRICK FOUNTAIN,1,144747,134417
202953,BELL MAST,1,132062,132062
202954,PRODUCTIVE WALLED GARDEN,1,131799,131783
202955,PRODUCTIVE WALLED GARDEN,1,131918,131783
202956,BACK SHED,1,131811,131783
202957,DIPPING POND,1,134441,134417
202958,FRAME YARD,1,131783,131783
202959,SLIP (GARDEN),1,131783,131783
202960,IMMIGRATION CENTRE,1,135164,133065
204012,VEGETABLE CHUTE,1,134006,134003
204033,CYCLE LANE,1,202692,134198
204034,CYCLE LANE,1,134249,134198
204049,SAVINGS BANK,1,135601,133154
204073,AIR RAID PRECAUTIONS CENTRE,1,185065,133297
204074,AIR RAID PRECAUTIONS LANTERN,1,185065,133297
204075,AIR RAID PRECAUTIONS OBSERVATION POST,1,185065,133297
204076,AIR RAID PRECAUTIONS REPORT CENTRE,1,185065,133297
204077,AIR RAID PRECAUTIONS SIGN,1,185065,133297
204078,AIR RAID PRECAUTIONS SIGNAL BOX,1,185065,133297
204079,AIR RAID PRECAUTIONS STORE,1,185065,133297
204080,AIR RAID PRECAUTIONS TRAINING CENTRE,1,185065,133297
204081,AIR RAID WARNING SIREN,1,185065,133297
204082,FIREWATCHERS POST,1,185065,133297
204083,MACHINE GUN EMPLACEMENT,1,133360,133297
204084,GUN EMPLACEMENT (TYPE 55414),1,133360,133297
204085,GUN EMPLACEMENT (TYPE 55415),1,133360,133297
204086,GUN EMPLACEMENT (TYPE 55422),1,133360,133297
204087,GUN EMPLACEMENT (TYPE 55483),1,133360,133297
204088,GUN EMPLACEMENT (TYPE 55491),1,133360,133297
204089,GUN EMPLACEMENT (TYPE 55503),1,133360,133297
204090,PARACHUTE STORE (10825/42),1,136849,133297
204091,PARACHUTE STORE (11137/41),1,136849,133297
204092,PARACHUTE STORE (175/36),1,136849,133297
204093,PARACHUTE STORE (17865/39),1,136849,133297
204094,PARACHUTE STORE (2355/25),1,136849,133297
204095,PARACHUTE STORE (3633/35),1,136849,133297
204096,PARACHUTE STORE (6351/37),1,136849,133297
204097,POWER HOUSE (1380/24),1,135891,132062
204098,POWER HOUSE (207/17),1,135891,132062
204099,POWER HOUSE (476/18),1,135891,132062
204100,STAND BY SET HOUSE,1,132724,132062
204101,STAND BY SET HOUSE (1039/41),1,204100,132062
204102,STAND BY SET HOUSE (13244/41),1,204100,132062
204103,STAND BY SET HOUSE (16302/41),1,204100,132062
204104,STAND BY SET HOUSE (3527/43),1,204100,132062
204105,STAND BY SET HOUSE (4238/44),1,204100,132062
204106,STAND BY SET HOUSE (607/36),1,204100,132062
204107,STAND BY SET HOUSE (8760/42),1,204100,132062
204108,STAND BY SET HOUSE (974/35),1,204100,132062
204109,SOUND MIRROR BUILDING,1,204110,133297
204110,EARLY WARNING SITE,1,136817,133297
204111,SOUND MIRROR (20 FEET),1,136842,133297
204112,SOUND MIRROR (200 FEET),1,136842,133297
204113,SOUND MIRROR (30 FEET),1,136842,133297
204114,WATCH OFFICE WITH MET SECTION,1,182743,133297
204115,WATCH OFFICE WITH MET SECTION,1,182741,134198
204116,WATCH OFFICE WITH MET SECTION (2328/39),1,204114,133297
204117,WATCH OFFICE WITH MET SECTION (2423/39),1,204114,133297
204118,WATCH OFFICE WITH MET SECTION (518/40),1,204114,133297
204119,WATCH OFFICE WITH MET SECTION (5845/39),1,204114,133297
204120,WATCH OFFICE WITH MET SECTION (8936/40),1,204114,133297
204121,WATCH OFFICE WITH MET SECTION (2328/39),1,204115,134198
204122,WATCH OFFICE WITH MET SECTION (2423/39),1,204115,134198
204123,WATCH OFFICE WITH MET SECTION (518/40),1,204115,134198
204124,WATCH OFFICE WITH MET SECTION (5845/39),1,204115,134198
204125,WATCH OFFICE WITH MET SECTION (8936/40),1,204115,134198
204126,VICKERS MACHINE GUN EMPLACEMENT,1,204083,133297
204127,LINK TRAINER,1,136820,133297
204128,LINK TRAINER (10040/41),1,204127,133297
204129,LINK TRAINER (1762/39),1,204127,133297
204130,LINK TRAINER (4188/42),1,204127,133297
204131,LINK TRAINER (7790/40),1,204127,133297
204132,Q SITE,1,204220,133297
204133,Q SITE SHELTER (367/41),1,204132,133297
204134,Q SITE SHELTER (3395/40),1,204132,133297
204135,QL SITE,1,185091,133297
204136,QF SITE,1,185091,133297
204137,ANTI TANK WALL,1,184560,133297
204138,ANTI TANK WALL,1,184559,133297
204139,ANTI TANK BLOCK,1,184559,133297
204140,ANTI TANK BLOCK,1,184560,133297
204141,ANTI TANK BUOY,1,204139,133297
204142,ANTI TANK CALTROP,1,204139,133297
204143,ANTI TANK COFFIN,1,204139,133297
204144,ANTI TANK CUBE,1,204139,133297
204145,ANTI TANK CYLINDER,1,204139,133297
204146,ANTI TANK CONE,1,204139,133297
204147,ANTI TANK PIMPLE,1,204139,133297
204148,ANTI TANK TETRAHEDRON,1,204139,133297
204149,WATER TOWER (1178/25),1,134474,134417
204150,WATER TOWER (20/40),1,134474,134417
204151,WATER TOWER (9526/41),1,134474,134417
204152,ANTI TANK HAIRPIN,1,184559,133297
204153,ANTI TANK HAIRPIN,1,184560,133297
204154,ANTI TANK GIRDER,1,184559,133297
204155,ANTI TANK GIRDER,1,184560,133297
204158,ANTI TANK SCAFFOLDING,1,184559,133297
204159,ANTI TANK SCAFFOLDING,1,184560,133297
204160,ANTI TANK VERTICAL RAIL,1,184560,133297
204161,ANTI TANK VERTICAL RAIL,1,184559,133297
204162,WATCH OFFICE (4698/43),1,182741,134198
204163,WATCH OFFICE (4698/43),1,182743,133297
204164,WATCH OFFICE (343/43),1,182741,134198
204165,WATCH OFFICE (343/43),1,182743,133297
204166,WATCH OFFICE WITH OPERATIONS ROOM,1,182743,133297
204167,WATCH OFFICE WITH OPERATIONS ROOM,1,182741,134198
204168,WATCH OFFICE WITH OPS ROOM (13079/41),1,204166,133297
204169,WATCH OFFICE WITH OPS ROOM (13079/41),1,204167,134198
204170,WATCH OFFICE WITH OPS ROOM (7345/41),1,204166,133297
204171,WATCH OFFICE WITH OPS ROOM (7345/41),1,204167,134198
204172,PILLBOX (TYPE PD541),1,133386,133297
204173,SUB REGIONAL SEAT OF GOVERNMENT,1,144603,133297
204174,INFANTRY POST,1,133351,133297
204175,RIFLE PIT,1,133351,133297
204176,ANTI LANDING OBSTACLE,1,182749,133297
204177,ANTI LANDING OBSTACLE,1,184543,133297
204178,ANTI LANDING TRENCH,1,204176,133297
204179,ANTI LANDING TRENCH,1,204177,133297
204180,ARMY HEADQUARTERS,1,135886,133297
204181,NAVAL HEADQUARTERS,1,135886,133297
204182,AIR FORCE HEADQUARTERS,1,135886,133297
204183,TERRITORIAL ARMY HEADQUARTERS,1,135886,133297
204184,Z BATTERY,1,185041,133297
204185,Z BATTERY,1,185040,133297
204186,WOMENS LAND ARMY CAMP,1,185299,133297
204187,WOMENS LAND ARMY HOSTEL,1,182347,133297
204188,WOMENS AUXILIARY AIR FORCE CAMP,1,133373,133297
204189,TORPEDO RANGE,1,140616,133297
204190,BOMBER STATION CONTROL TOWER (294/45),1,182742,133297
204191,BOMBER STATION CONTROL TOWER (294/45),1,134202,134198
204192,ROYAL OBSERVER CORPS HEADQUARTERS,1,143258,133297
204193,ROYAL OBSERVER CORPS COMMAND CENTRE,1,143258,133297
204194,ROYAL NAVY SHORE ESTABLISHMENT,1,204195,133297
204195,ROYAL NAVAL BASE,1,133372,133297
204196,ROYAL NAVAL DEPOT,1,139312,133297
204197,ROYAL NAVAL AIR STATION,1,136838,133297
204198,ROYAL NAVAL AIR STATION,1,136839,133297
204199,ROYAL NAVAL AIR STATION,1,135311,134198
204200,ROYAL AIR FORCE BASE,1,133372,133297
204201,ROYAL AIR FORCE CAMP,1,133373,133297
204202,DEFENDED BUILDING,1,184544,133297
204203,SECTION POST,1,204202,133297
204204,PEDESTAL,1,136003,133297
204205,ANTI LANDING POLE,1,204177,133297
204206,ANTI LANDING POLE,1,204176,133297
204207,REGIMENTAL HEADQUARTERS,1,204180,133297
204208,NAAFI BUILDING,1,136819,133297
204209,FIRE TENDER HOUSE,1,134272,134198
204210,FIRE TENDER HOUSE (5342/42),1,204209,134198
204211,FIRE TENDER HOUSE (12563/40),1,204209,134198
204212,HOME GUARD OBSERVATION POST,1,135829,133297
204213,HOME GUARD OBSERVATION POST,1,139305,133297
204214,K SITE,1,204220,133297
204215,STRONGPOINT,1,184544,133297
204216,DRYING TOWER,1,136816,133297
204217,DRYING TOWER (11595/42),1,204216,133297
204218,DRYING TOWER (9290/42),1,204216,133297
204219,DRYING TOWER (9294/42),1,204216,133297
204220,DECOY AIRFIELD,1,185091,133297
204221,DECOY DOCKS,1,185091,133297
204222,DECOY DOMESTIC SITE,1,185091,133297
204223,DECOY RAILWAY SITE,1,185091,133297
204224,Q SITE SHELTER (3395/40),1,185092,133297
204225,Q SITE SHELTER (367/41),1,185092,133297
204226,COAST ARTILLERY BATTERY,1,133339,133297
204227,COAST ARTILLERY BATTERY,1,134720,133420
204228,COAST ARTILLERY BATTERY,1,136826,133297
204229,COUNTER BOMBARDMENT BATTERY,1,204226,133297
204230,COUNTER BOMBARDMENT BATTERY,1,204227,133420
204231,COUNTER BOMBARDMENT BATTERY,1,204228,133297
204232,CLOSE DEFENCE BATTERY,1,204226,133297
204233,CLOSE DEFENCE BATTERY,1,204227,133420
204234,CLOSE DEFENCE BATTERY,1,204228,133297
204235,ANTI MOTOR TORPEDO BOAT BATTERY,1,204226,133297
204236,ANTI MOTOR TORPEDO BOAT BATTERY,1,204227,133420
204237,ANTI MOTOR TORPEDO BOAT BATTERY,1,204228,133297
204238,EMERGENCY COAST DEFENCE BATTERY,1,204226,133297
204239,EMERGENCY COAST DEFENCE BATTERY,1,204227,133420
204240,EMERGENCY COAST DEFENCE BATTERY,1,204228,133297
204241,CHAIN HOME EXTRA LOW STATION,1,182111,133297
204242,CHAIN HOME LOW STATION,1,182111,133297
204243,COAST DEFENCE CHAIN HOME LOW STATION,1,182111,133297
204244,BOMBING TEACHER BUILDING,1,136820,133297
204245,BOMBING RANGE TOWER,1,185037,133297
204246,BOMBING RANGE TARGET,1,144443,133297
204247,PYROTECHNIC STORE (2647/37),1,136723,132062
204248,EXPLOSIVES STORE,1,139312,133297
204249,POWDER MAGAZINE,1,204248,133297
204250,PYROTECHNIC STORE (2647/37),1,204248,133297
204254,SPIDER BILLET,1,134692,131528
204260,BARRAGE BALLOON MOORING,1,135359,133297
204261,BARRAGE BALLOON MOORING,1,136831,133297
204262,BARRAGE BALLOON HANGAR,1,134204,134198
204263,BARRAGE BALLOON HANGAR,1,182397,133297
204264,BARRAGE BALLOON SHELTER,1,135359,133297
204265,BARRAGE BALLOON SHELTER,1,136831,133297
204266,BARRAGE BALLOON GAS DEPOT,1,139312,133297
204267,ANTI LANDING CABLE,1,204176,133297
204268,ANTI LANDING CABLE,1,204177,133297
204269,CONSOL SHELTER,1,133300,133297
204270,CONSOL SHELTER,1,204082,133297
204271,COMMUNICATION TRENCH,1,133350,133297
204272,FIRE TRENCH,1,133350,133297
204273,LYON LIGHT EMPLACEMENT,1,185055,133297
204274,LYON LIGHT EMPLACEMENT,1,185056,133297
204275,SEMI DETACHED BUNGALOW,1,143594,143383
204276,SEMI DETACHED BUNGALOW,1,131568,131528
204733,FUNDAMENTAL BENCH MARK,1,133065,133065
204779,AEROPLANE REPAIR SECTION SHED,1,134204,134198
204780,AEROPLANE REPAIR SECTION SHED,1,182397,133297
204781,AIR SEA RESCUE STATION,1,204200,133297
204782,ADMIRALTY SIGNAL ESTABLISHMENT,1,204195,133297
204783,ADMIRALTY SIGNAL ESTABLISHMENT,1,185093,133272
204784,AIR TRAINING CORPS HEADQUARTERS,1,204200,133297
204785,AIR TRAINING CORPS HEADQUARTERS,1,136820,133297
